block_number,block_timestamp,txid,input_count,output_count,in_btc,out_btc,fee_btc,outputs_btc,out_addresses,in_addresses
25095,2009-10-16 05:31:17.000000 UTC,4aa98b18bb6766463b4a84c3da86decc066e7744670fe7009a78017a0027a344,81,1,9700,9700,0,9700.00000000,1FFZZmAqWRiDpywytktZ7qQTXSvQh44exB,1GuuZ5m3khNsMLCvHLfpfUyFkHDrbUHS3v | 1NHhrZmPJiAokEQspbStedQH97S8jVKr4K | 1DU7zTR1Ja7tPR5yNkmz1Umcy7uPZG1n7S | 19YnpPYf6Si1kydACLbSKsQFfeFjuj4rii | 1Axbxg2dy9jV9V3nnnkgAwReH6UkRusH14 | 1edcFjwqsEKX8XFrNWfPLZGng8QLndGgj | 1Cmp9AdZkppHDkJABdEH7CG7wLEgwq28sY | 16ypEgpoSQmDCQYkmZA1NhkBccjiK4s2sS | 16RS1yuCqUk7Yx6jGmCD3PMrEuFJQXyzZQ | 18DiVUtpG93hBBGY4o1ozR5FzdLtBFQ6DR | 1FUspEsYeVMeCUUpnDuzt4TqWdeLaz16kP | 17d2q41RimLmKRQcjmtEo1okcWnzTkRYZc | 1C1ugztXkRGC7ScnHYyLEvYMPSDmdGbXDw | 13dWCn5vKAqhPL7Uv7dS8M3XA9diiH2mgs | 1ERFxQNrGMm2Jx1PZui6avmr2kGmCvQypZ | 15zsT8Z3VCWkPasEapJuBDpqebuArqmNP3 | 1FhbT3FuTLpdix9TzbrStB2m8CYw6chtJk | 1NkdypLyYkyoRhFsPoxRXmSGp4p17DNvip | 1EYa2hRjBpsxk4bxsB96UYG2NkbiqG1NWe | 1DvxjtWY73tAthBJkAis8SSBgKF6rJLqPj | 1EDMojzjYAPsppjdiGnQKe8rXNCScTi2xn | 1BmVBQfAYTyCrjYPc9fULqDCH4kgKAg4ti | 1BtHBhbKtNeJKTeeS9YMo269p3jLHytpna | 1N1TUccActRtQVCmdFyeoch6ZboxMW9gJf | 1ALB1iFHpWeUNAL2QXHtXpp6msai5HM1Um | 15xke61p36ZsRwyV6iA2qKTL9Gg3S6Xr3b | 1BJpbdVSKcVACWRa39AeLnWYmL8oDTfmLT | 1HLo2AvEpcPzoU6xnFQMwC2wPHrkGC25VF | 1DqMQTp5fHYdHgWXQNZvU414GtrTefgDVY | 1AiApNsVf9NVzwxb58icytVNAib242FtG8 | 1Hn5FQzxnA1LsD4YBXX1RxUr1wCXkzqcGe | 14vKs9WNR7GMukcNxCzfsRbm7UTKLRKzxs | 121unniQ5koNU8gtMwJTtuP9RsH3Y21q8Q | 1DsenmVF4FhuPHNdgpBvzriCVVc3ArkTya | 1979dfwriqciDkDeb4qHRzugUwCne6ybZS | 13CoCC8DFdQmRKiWZbSGiaw7ZQT4BfxMJy | 1HeSGgsnpkbd5djrfrNEGjnvVXJWuTm4AF | 1BFpxgsxbPsoVcoguz6pa6UWXH1b4esda | 1DdebaCfLv6CV3bNXxNAZRArZByJk3R7BQ | 1CNEviK2rkm32xZxhd87t8cNACRFf1wWmd | 12GWBbDa4TSMkKgpuXsnJWf8g888RX9pWJ | 1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA | 16wtHdEvWa9sarXb39h3xfufj5gJU2s559 | 14GG5onjUsf1JXnZXPxtqffXp1fBJ6PESJ | 1Kobqhsp7YSEqoLBvti6FeY9fWFLmv5JwA | 16EqZ9QbyBe58Ly6iSqVAmjLuXiqbWrqeX | 1LGbijeqzrCWKA47pYtAKeCkLBhVpvD8CW | 1CWnRNX7FYZqTrAD3TmgFR6YSKL8gEZeA7 | 1DurQ1owhQ3NcL6ZKqfmXC1tWLD4c4hv4b | 1MSfsMUgACBHqvigaVmi2EzUy2Ci8E7kko | 1CBXL5tBSqJZyyCTWVkrLiQsKm4KULBfPA | 1HKb7D3RqgFWLPT95LF5cM459FQXPZcTdZ | 1CXhNm76bj22wWkmY4W8bJJGgB6qQ9aLWC | 17SxJjBmcPdxR6sVHcZfPNYPc3y5wiQ2Gf | 1AX2iDnJob88ry8VKj6wfDdrL55fXu4fxN | 133emLh6whWfX6yTmYAWjGSCD5H6ffC1xf | 1HSb8X25Qczmh8zdJJy87tm2yVHG9hSyTL | 12q3jDUrPe5ozK8aCCjcxMejUyYenr7yNs | 135po1vf28nR3LJtRkjwJ7FiAntkhHJjo2 | 1CEyojazAAsmnif1sW9jqv3imzADTUSyQW | 1EDxPGeHfCY4zY7MWpPYS6KwSZVk7Ycme6 | 17toFGQcxaV6n2MVo6EUXAd73xRBYeUjw | 1PUYDU9Lve57TpAQZw34eaCwPQNtXwVJXq | 1KW98xy31wEoyxCYzZYp8rVShn5SbKtSBz | 1CxjVmvxgqeFTowXZr5yG8AvXZwXJzkjqy | 1P1NfR76vTzQSYEF7XcihWdkzc38GNvP1k | 168WC3Cdy3qXkn1T7gTD4HzFtZuLpHXr5K | 1zHjGPmkV7gsnn7WmPcp8D61Bzx3xHqiJ | 1AnjT6Uq9MK816Qm8gQDmRGyT27jycEQWd | 15whTBTW6Am8QXKPybNfJapXbKH7Ns2WmS | 13niLzfXhPcZSurHB2sUwoAwNBiB3fk7M2 | 1KiPNcctqm4WoiQACo6vHDLZAPtUPTsxjg | 1JdDpsvqFvez5Cste1LRbQ2TvmoeTT32qW | 1GGariiax3PAahFhtXLACYAiFm4c6CwSvW | 1E9LELT3HNCPdhJaXyjQi4EtoGfsSrGDqJ | 156855cfuDckFFfCeB3cQz7hhxZg7VoPdQ | 1ABftVspWuoUZFRrGf8nX8suvjTpmxuLjD | 18Tm8gX7uh7rCvC2Mihs2tFo8BLxuwX2WJ | 1Ghj7noXWAFd1MghW9cxtmg5BGJ2QthCt6 | 12yDFdxRrZcw2A9URvzWL4G8wavGyHwdNq | 1FLuWwsnpc6QijSKoNAUobFufBmsobgGtv
25206,2009-10-18 05:06:10.000000 UTC,668dbd88e9171be4b4c3ef54d16d48e8dba07bb70a821552d5606e7183aa3877,7,1,350,350,0,350.00000000,1FFZZmAqWRiDpywytktZ7qQTXSvQh44exB,1C8bQnMdwD9VRDiWQhZ6oikoQ4G9Yqu43G | 1BAxVH5fqBK6GyEkdvfZ8HFiYUnX8GgWmM | 1GpLAmbNG4NJ6RWa6W4Q3MxeeeKnqW4xax | 1H8ETfJfmtNVMyXVJFY7UZ62fDuqJufKRA | 1JGA5iK4zmkFu2cofDrYroNhAhjmwQ2Wkv | 1NTN2r56eVc7mBh1Qz7PGGmvVaRwerpLM7 | 1BhNB2L6hfioA9SFLmy4hxQapBhZYhXFCV
25468,2009-10-20 22:30:46.000000 UTC,837453f2c50bf10e28c115b844344720cd76766fd14d44586b40a5d8e6cb33d8,101,2,5049.88,5049.76,0.12,5000.00000000 | 49.76000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv | 16VkpmfxEWKxgFsCbGmLKRLD8ARrAXnr3g,16VkpmfxEWKxgFsCbGmLKRLD8ARrAXnr3g | 1yRjLHHwGmtdrpckx22q9CBEbfog3xSJF | 1AwDsWAoJafp3PWj5c9W64ReDvPTKmHPCk | 15EXCp2NEZtkhd79WwYCQ9pxjCFv4MoaYF | 1PZVkrNi73QQsXNNbx2eAiewSFbbrncTLN | 13FfLUaoqtZpxcrmE2ai1ZdFA8GRR5zZ3w | 1J7RTFan2Ei8j6GAYJAHdALLV2ehCxhaqB | 1JdrSh1tLtmGk1xvgxFvqQ9nSKB6rRx1Jx | 1GZMqEXyEeiMzXPeuBFvByE41QsZVj7izB | 1M2n9fndkSyiin9gdJmkSjB4DXeUfuwg8t | 1FGWabQ57LjsHEFCp8zbqsEsutA41vu26z | 19gfp71LsagPP84hbVMtJQ6WYGe9mK2Frf | 1CuA4JUmG7vFQGQ88MpWQp3KP2gTDR8W8J | 1NS52UY7yysHoLTtKzJFNtUYeTUQmYyRmb | 1Lnn5eFNxd4FzedYvkim7tzxdxzxeQHh3i | 1C6e6s7sa6AggFCLW9ckMLf2avXUq6N8Bm | 19GT2sFAedRqut14evrkHB9MSdv9qcMWHJ | 1C34asYLJLLPiqEFyExwiJJH84LHU4fcPf | 1LaMGvncM6hbkFHNqd4gTsBvseDYi9zt4P | 16W5uZ7TWPYCP4CAkdHoFbSS6TQxGpXVwo | 1BPXaJvEDyaz5QvDC1Qh6gCet7rYKDDaKV | 1CBmwi1hiMgWHUwJX8jqnhvd1eysREk5pc | 13Dxrxt1xwde4wtnaySThRkJwmtG3oyWdZ | 1GzNAJ6eR2dZZA8SZXHBJ87vQyiiNyrkA | 1DBygnubCNfpbGr6voNXTuevEpeXPvbMtQ | 1Jrh3cTVuCrJM8CAZSA4jSGJJbLHbPZ12Y | 1AsDxFgRpdUFMSVWspbQtXFHw7Mdtio3DZ | 1GqZmRTXeikyBsVrNPKEezGvw6Qj7GNyLQ | 1Fv5ARDcFCsSFd95MqhWcG9XH8ggw8oqcY | 14LGxMFCndNSjCKhpJM962SwRJRoiaKjnV | 1Nnee4cMARpyTqQWb5cvMnZiYctSiGtrhE | 1Cowvxmn27LLgp9HBVKLunNw42N7iJ1FNW | 1EQkdy98MqosmjQUXForendtPjXXpeXdt | 1Gs7DTu1XVFg2bDbsNDbTxjJmo5zrEmo8z | 1GGKewYjCHSSmCiNmZFU25MyxcueqBg9vH | 14FRHs7PuRDn4fqiqQVsjc15b5be5JM6bd | 1Ki63P5Kma1aeU2JJe1LkGdj7Zcuv22Cib | 17teLZFdwn5xXewCMVZQ8jqgHRiHdRw4P2 | 1NnxhgPM36kdesDRraUZfjfKQQj25aWkYt | 1DSbs4xKZCFU9uyg9823a1UgKtc4GeGBLV | 1F5PN7JQPYztnRxersXE1FrHZ1Djim9Ls2 | 17gsWVyjg21NL9cqg51d3Mqn8MXLyHp7Ew | 1C664rViwv96KZMscAHfap3Bbw1FHXSmsu | 1B62RTcWUiTxXbhcxqLX5on7RG9PuFai9K | 1NdXApBoM5uWZWpFVy3zG6Lw9devXR84tg | 1Bs9higG5GoUu5YvXdtFQVvvzShTm7hW44 | 1BxRADkSCurcA27yWHzP894YiYvTFCWKG1 | 1FBoifwS6LYktjiBQwWKyJT5xTnMrgndAr | 1HYqm7YTnKy9TYqhoH9WAL5bpbjkNYnTpD | 16XsZdShkSGjUTbN6sz8CGjtPCUYGRVUQm | 1H2z64UaWYWgjG1gJ3siNCePTkKY7ufs5M | 12surn8qCAnJch7rWCizcsXb16ZmizApb1 | 1ENPN6cAd1h6K3274MGbFERveNkNUHXoqj | 13Awhwi2cUHik2d3V8XTGmiEQYnSiC2UZp | 16LNfRCnUM3FVEDE6PAYugVUguXHavzFds | 1KfTfoRCEQqYkibxRHrNns38MDVhxsXVe | 141W9DLu3kDL9pT4d38rVJ29AtmCCknajJ | 17HsBZMmV8uiiRbTnxKEumgAEprXfU39ce | 15k4ZQM7U2cugCCiJaQuk9HNaMeb9z5wWv | 1LaeTHtiZxqWgjjWKnP7khpJsTmakdQtcs | 1K3DSNBEu4CoegNN8tT7sK67HMU1dgxWf7 | 1NswKxyLLWVtQRFQuXPDYsJHSSMwgKuFnL | 1JVwANJidEqmB4iAqtYH7SyQ4abNnHEPNE | 1EJ4wBREZr7PGaGoAZw286MECNT2nrrRUJ | 1KyShtSQoz3mYqK4Q4ZgQXDV9ediTnuTSw | 16CQLDBsSq3qjpuC62xAm5kQ1q6Af8GigF | 1Dys7agGvUc7b9pwqVzxCuMF2rNgAsFcRc | 1Q3QHCur5tDKCvaeqBU7efYcDUdXRcCdsp | 1CCfD4NXxQgg6yti8WaetfsTQ73UY6fbRu | 17drvNZmpQf5FRevNmSJpkKodyyoeHSBFa | 154QYj6cyDfykdz5uTqeeRaEnSunSL3jpB | 1MEkxYNgaF9LVtjuzF6Ao66sxCeMkxUc7F | 1ECrqrXtcMTnXh1HdTkAXE8N438mUjanQ4 | 1KiyajYmPK3wP67WUkYmwPiZSc6a1epXif | 1FGh2irrjaNFJKzwHD9Fy8bt7FAKmc2KtU | 1D3ECjPHAg9pyTJ9W2ZsruY6myjNEKGFg6 | 1KhyFAnVz8A4QzTaXWe9XpwURRyXcviyCz | 13rFgBFgPqHLi6vu9z9nK4cDR2WbveSFAR | 16ynWMP5prDKap9TFim9QAqW3WyBjNhBik | 1Fypep9SsBR6aHQMtcVGypTQnuGoJURhXQ | 1BTEPw9DQsi2SkoNHGe6sUx4c4E4Vw5Yzb | 1MkiXKTsF1Scu8AnJP73UKiQ9iRdeFruP4 | 1BGdfobZaMDc7qfPvBN33U8JhByZUcAFvH | 157iKV2toGHogb21d3ucBbtysCPuS1PPQ4 | 1Ykq5Gym3qLnSartQ5Gj7xKyz1sQZVNPS | 17RESezNArJYSRxghQzKAU8tMBoNszDU2B | 141rXaKWW9u5b5gu9nvtxypRYeFcU2G77c | 1L4RDBG8CcUHMX7D9jxomeerzRosRSCmzz | 1AQEmTdyi7V38cKwcRaK5PqwkAtd3VEm4u | 14C9fPPJQYnqEnFcszaZTNaBHVMFryfrh2 | 1GSYxLKN9jFqsH7wfXgHN92zvSVM5pCQki | 1VttfWeoq7DcL31vq321A3dBuYHwaYrXV | 1FctxcyqG9RwB3UBuBDjxLqHSN7vWuxtYC | 1Q3Fh2bSztyoSYkqoa9nx2rmbKTDsaPnUQ | 1PoRq7M2jvGbyhbULvLitoTvHFhWYyWqjQ | 1H66WwrfvZaxiMXZ8RK6eUUg6Re6TqB1Yw | 1NgQV4kcK5fRUEfq1WdLrymzQdE3AQXjwf | 17PEsaPYeZrfAunPBEXm2kTBjNzNHRhSsM | 1LucWyQiTWKzMMPETRDEWrhMJSAUDwJtA4 | 1KAQ1vdrnqAftS7KChUhWas35YxdwUpkBa | 1Hzip1cSBjNXcbS9eKYSjoRpAAXL2E1yps
25552,2009-10-21 22:47:23.000000 UTC,b76d8d9fe2082040018456b13825cd835cc703f870528b45cf0d36dc6a268961,18,1,899.76,899.76,0,899.76000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,1LF9FejcmZf2PozqS2otxa81o6pbSEosRx | 1H2Ewi6bCVgMmTmb477RSfuPGNz5cbhNE6 | 14TfSqTWUY3wK1XLy4gSR36eaQE1aPN4L8 | 18NGt9kkpfiL3Ds6cZrhDiG2Un1DN9pUGm | 1Hj1CNRWRwhCKRu6gpFbARRyS8C2RmMB2Y | 16maNceDVEUjfLFaT6KLUFhiK9TUaThXo9 | 1JgCcUZ67vZtVyBpzDgRGypSLdzitWzSKb | 1PyDQMr6gh4DeDUoGTDvjmEaTS48d81uJ7 | 1Ce1QjVfy9tbePXkMieMi7yXbSevGZyyx2 | 1GKJFdmEfY5oCrmAXBUE3kX8wVXj3LY4sK | 178k6f5vFwuTG8kY8F7QBESsto4mCS8YKj | 1KzZ4CGrJKGAkoCAmzi6EXYvH1L16RhRGr | 1LFq1GELj64eu6RePA5wNSZpu3tzZYTjx2 | 1M3pfXsY9EzgfkCAZA14iJKTUW26bc8ATJ | 1yMgfvNUm3DgaUC16QFpjPdbXq4jsTBRt | 13xM4JCUykWPkUeZXs3YMewWaR39Lbucjo | 1NmyFC2Q147iiHa6RKgLjzwV3TV7C2V2Xf | 16VkpmfxEWKxgFsCbGmLKRLD8ARrAXnr3g
25618,2009-10-22 15:40:54.000000 UTC,1aae9d58e8826aa65ce985061a78642ec2d920e8a8bb1679aae35f7d496d25b4,40,1,11950,11950,0,11950.00000000,1CVcFuyFWEwBYVxgCCGWcAtQFKzVXzhZ5H,18N827EPCphHnjJWqH9jHwvk2Gd6dMi9Ue | 1KADa2uje1uE1A1ts2a6ChmcuvF1KfHxif | 1NFj25z9fnjqLQr4dYszg7KkXnm3E7Srxp | 12e9nthDxD8JmcU9cwnq3VLSqZ3pdHGwp3 | 17ZN1PzbWTVp7dLLxxVAyN7snZvAfaDwpW | 18xEwiDPUVSw9ZxZEXuc553V5765z95EMg | 1DsxDbRQJe6giELgMksZFAUscSvNDuhTFf | 13GcNABrXdv7F4YVuuzHsmwxeR63m9djkx | 1KL93APm8PreJfYsxg5yw8HEqdPhYA2jdQ | 12JnntE8PAuqo2odFjNedDaHaTpy7ejvkT | 1HjQhLzvSwCknfFQxez6m9syWvWgH9RRRL | 1AqQb8Jhk4KoxcCfyQ3ZwZx7e5cPycZnFi | 14noyZf6Zq3RyQAiNtQJgEvHWhY3v2qhze | 1FLhweCM3rjwLtwK2wzzpxvip6yje5Lvky | 1H5QBaUMn2YHHoV4fhN9KyXgVQWvoYp8Se | 16xEvNsf2qyAKz3b9pGQQ7W1tYyM2cDH9h | 125b5eTcFXoYeVWJYAUAMEEzJCKkjFgdHt | 1Ao17sHJHPuBPHDKVouur9ddrfbVCsN7F | 1FFZZmAqWRiDpywytktZ7qQTXSvQh44exB | 1EH1z18GrUwv4B2P13Hd76ujsFRsEro7nc | 18GfJYd58atiQ284tip1g17yK8LZnovNQr | 1Hij5oRpr9BDgvaprjwDRC9PtNH6sg9EbR | 186XrTPR4j7Pe4Uxmd6XHqg37VVP3gDKLx | 1ER2KKhQH2EYjDHAjc3z1Bzmi8iRUhFx4s | 1PsaUrA4ntUaJeVDWEKMpGbXEVfkiy7tNM | 1DocrMYJV9QXXFMqYcq6wBcHgyaMon8mTq | 1CjBKeMqr4C3Pb4cCHZmZFUVn4T8Es3ECS | 1FFZZmAqWRiDpywytktZ7qQTXSvQh44exB | 17VLD8NSFKamSC51ae5VznK9RXJ6JG1mnY | 14oicsUnLSVnrceRcDJE9JhFynSjY7jc7X | 1KVEpWyMLddyUA2yeQkDgudNba6jDdCmou | 17EAww12qnpE5Bqnpq4RQ6UkpKPrdU9o2P | 13DKrGRQ1m4w8f3EonU8ya5qRUZgGowMG4 | 1P5yFZYvrdayEnaccmESCAdGZxdtyaiBVN | 1FfzaexaZEy82USb9pwTk6LzJSPcPqRCaS | 1BFbZEtUCqYc8kL5Bvrwr4YELmpAnBhCAw | 1NH9Stmjjb9zBsx7sEbC5pPQvKbrUA4h9U | 1CwGbs415kRbGFkuLLGLfJHvSd3CLhxLp5 | 1E8zqfUVgHfBt7Fy6vu8zc6KejvBtQVCjn | 14zpToxvVncMKXW2QiDFskMVRawEvJbiwN
25788,2009-10-24 20:23:33.000000 UTC,5d79327054118bfc51475b82319d11e041e23b581d36a4ff47302b95380a735e,7,1,12250,12250,0,12250.00000000,1EYCnxndxG9wFnumCtokreTbxv5YztUx36,1EVjp8AaVJb48t6NtWHYfKhLc98EL1ATSQ | 1EFFnS2Gaz6oCC7VFjBBgtyeQ42Y2gG9X6 | 1LXFCTN1AcrDXvaMn2LJiDZKJjzmZ97UA6 | 17oZ7UPxP54RZhiDwYGUubKvcS6zzn5r1K | 1AMLhoE1TqqT1snDxwN7afAaMojs1AtFCE | 1CPSNv5yiHj4RodGTvod97CkN6JpKnLXRN | 1CVcFuyFWEwBYVxgCCGWcAtQFKzVXzhZ5H
25969,2009-10-27 11:44:30.000000 UTC,3cd9410fc4642ce3e4591f5f5600965bf5b104c81160d204afb2d9169c5b4ce8,16,1,13000,13000,0,13000.00000000,1GEPiKRPBVx1nzd6TKJ6svQ2hxooFUuw3A,15mPETEqqoAMHJuq7vwprUXS24hd6qotii | 1DmrRCZ9GXQcEZon4UNfcHCxfCk9KjJnnB | 14ikvYFBvQmmJSUV1SjaPi9SBRAxu7cVaz | 1CSLGf7KUWcXjnjejJWszzhBLjHGnqF4m3 | 1G5SonfpNUXpmJkikiExM9FhT6EYz7QXsn | 1KCxD9xx6fvPoisnyybY7akRT7xvmoE1of | 1EYCnxndxG9wFnumCtokreTbxv5YztUx36 | 12RL4JzNiBbcopfeGeK16AyY12DAdiFw5R | 1B4GsNkMxqmodn2kVESsDqHaVWNacid7H1 | 17UmwPqwHene9YBMdsNVo65VUiyaawvqPy | 148nDNGJtyE1BHXLdnT3bscCufrjzXosFm | 19KWo5Uy98ckXh7pGgsRKv1X8sgg9SNpXg | 1M22BSHLerYLng7kaNy6cqz2PHDXV8mXzh | 1JyFJUYPvs29USi63yfSW8bVgyY3AJELFy | 16oGHwdDaqLFrUoUbaDxNBCbdm6JD9pH5e | 1HewkTaedDST913wydpVHam1L5c5arY3np
26079,2009-10-29 02:41:32.000000 UTC,03ebe95eb46ad1768f322516153779eb1fbae4b23fb2a88ee59a7b472e11cb33,10,1,500,500,0,500.00000000,1GEPiKRPBVx1nzd6TKJ6svQ2hxooFUuw3A,1Niv86TRdRgQpZXrUJdK59wejAoT8PkCvD | 18AsdJifA1vHJNZ61QWULof94uVWgQ1wAs | 1FyzdwY25c25qgcDhHJsk4FW1y3h11ppKN | 1Lyfi8NZ2zec2sCmvHwJknnNiaemJ5Sr9C | 1EBkmJfGk3GPUQCoyBRic4D8vZXtMqhMW8 | 1DouruvFY5cpZQYf1Sfpk5TwqGCtBcrTie | 13gfxB8jJFnS36RDERTP2q2MyNRsi4xbYB | 1JBjdNE165Fskkop4QuDLhpYoo2XBnv5Li | 14htVTmM1Geu2zSXG51vgoDDiUaqfdTYBT | 19xT97L9zHpFc7DZ2CdMcjKj6wCM9LiUZF
26112,2009-10-29 22:19:15.000000 UTC,28c0959d3b71fda237462e0bacd9c77e079d9557d8ed4d2b7e92c435dd42730d,31,1,1550,1550,0,1550.00000000,12higDjoCCNXSA95xZMWUdPvXNmkAduhWv,16BykgDP8D5vYvtsfojFh7QzrjNfE8CMhL | 13SYfRZpvxQSXz6Zn1p6Y7isN9Z3eCBkZW | 1GAqRYUdZEfUiugM4V3KSk5N1tsVm4dKVt | 1J7qbWvrj4QBVqKngy9r3hTV7PPAcaDuso | 17mFXdn6chSvCK3TcZ7iKqrEGMC1jhwqDW | 13mgomGyue9Jqj43mjPiK16dknrydcsxcH | 1KFByPNCRJ3cQtvFvPtQBF3WBihCSqoWvi | 1BxDNyPWMuzF8wFsfmTaZp9yiFEqPZqoex | 17HyQmNvdtmX9ZYUvEbea2ZrSVkQEnQN1R | 14nfeCLet5o4w8Ee88p8b1Xjz98fbVWh5k | 19rzR7t8gC8YtP7TigezSjUeUFrdjEPuHV | 1HAyWcNwLVHGAgkHurz5zPWAwmnHgBY2qn | 1FB1ERNmxg3rxLprSZ6Uma4JHzNaquJ3WK | 12KX2JJtwRHtGmeE2JEYrWZ1saSDiBweez | 1JX6es4Tsq3Ypf5hnf9AY7UWJxBTWsZfdE | 1QF7icHMaExrbASoFoKT1w2pAgKtfgy81Z | 1BZ8YCkwHsaaxqnywpQCw2jW2MsUK8KyTj | 1EizH5z41jL5pcDfzZecGPHqd4JwxoJV9E | 1QBhegFwnj3rFmkVC5WcWJmEP9zbbSr7a | 14RhEfXzo8sPdSi9Lux5HDZVCK862nAj7U | 13JF9bNVMDnqHHn4n9nioVdSs51cjxGiJw | 1PvbcmrbBPVyHXdwWBcie7xJNJpzCgQWbi | 1LweceYJVrv58m7k32QwRdozoZc4Bk7JRs | 1DztP1NJTrojNqvTSWrvLUgQKVR8HEy2jY | 18SQcsEqCMaSjCtgyTWXfKraD4Psng3Y6u | 1NmTbBuxa7wn6waXNB7vhEvdNRQXKj3ARC | 1QFPow6BnW7Zdcv8Bq4KXGP8KQCiDMZoCL | 1FvEzcwiUwvkuPvGKTWknhLhnQCKKSChVx | 1G29t39c4MufawYotzo7hW61wkhCQg1L6N | 13jKhknBGRCH3ThZLQxouNsxueMW5yeUCP | 1MeLmpbikoagHspccNKQm4A6GsKyNE5iyK
26402,2009-11-04 22:02:42.000000 UTC,6029e51c4706c8b12bfdc9bab2311cc99d7fd5ccca3701bff4af2935c4a89215,42,1,15500,15500,0,15500.00000000,1EMPhwUXHGURtSdt5zidbV3zPKruDTKYX9,1QJrhTmiL662B3cBTZCiT1resjxTVhJ1VL | 13uKXTGE8nYk4PDoKk1NAMtcARNQ2jovca | 1HfZZeGpksm2GxxJfyRg2R4dCfbszeKaJM | 1K3BP4bqbEHkZmAHxY5zcvtAA5r6HJ1fqZ | 1JaJY13SUDDNjTNkkdLZAkFtbKzHx8iWMg | 1HsqeuPoZN3EU3B8Qab9p6dFZTcwVRKCAK | 1NQJKK546UuvUrC2mCQPFGi8XDVqqH5vxW | 1VNDmTaurLSTr3h8LzVzGJtx6JcuvsFsq | 1Ls3GV9MXFWFV53gPt8BoZyHTmZ28WsTVg | 1BuT9PJBUEGnHGJsc7RATfqAp1LzQnWLzh | 1GEPiKRPBVx1nzd6TKJ6svQ2hxooFUuw3A | 1F649fkVKkJS5ir5YhKPPqZyaS8Z5TMuCA | 1D1mrD2cwZ2fpgn9wzDLWSdTdJJ49xcB8Z | 1NbNnbK9V1we62vWhXDZygst6h7GwpJK5v | 1Py3J7dwSuRSM3PF8ChCjtcpcVzUsE82DM | 1FZ5LmxaU3rZ4H1VwR4ntHDPASu6bkRmLn | 13TnPn4VM9EHrEVDFKhkUMtm2C8XUKaogs | 1CCCQXUFu5NfHr8iwd53oZo6EMkLYorWC9 | 1PpAY52kp8ZsjnGsckrcTZmxFpB1yq3ATK | 1AzmDF7fNiJWHz9mR4f8VKpq9svrfB8o36 | 1kcjLzbRSX4MxxUXGHkxvpR12WucScnrY | 19tWaeiABBkuiAPoM1XMQPT3wXjd3Lb6S3 | 14o6AvbBN4G1MNygfijvFwaC4kVp3ujYbk | 1JXoqxec791RPnK7hPXiwo5uPsqdv7zRWc | 1FmN7UYa5CDf9WGozmjqQWCjAcdN7ZTGtd | 17Y3KBCvFUfL9zAfghEHDDWhJCQSCSBzzj | 1K4dvhRk1KaJZQD3wWEGewuabZYbTW65BE | 1MLFcr3z9FZbQzUdvHmaAjzfqxrKcEn3eK | 17ByL9BQhVYEgygghCEWJVfcyGb7Swc6rJ | 15JQAXENYNEzaWDhFMoP4PPtjaRKHVBzTR | 15oiTLJ5jLGqDwjeXRSzeNFmacmqppe674 | 1LZZEYQGCDANQ9uWCBybiaSR53V4ZMpeZR | 1AkEs5r8TdPfepQbyyTdhrkJRBQzpwZfwM | 1EkPGrQTWwMPRVzBnyia91M1uCLD2MGfT2 | 1MoGQQT14NFf384kzXUUQ8RJca8YmVNNtZ | 1L3aXx9XaT35x3hQrkiYdCjbuA2ru1TtQU | 1DnzZpHwWhwbckGB2YhrHoxx95JvvgRNX7 | 1Pb5hpum6aJJbE12LoWEVbqaEZpUE1JAxZ | 1GEPiKRPBVx1nzd6TKJ6svQ2hxooFUuw3A | 1NhP5wpb16JqL74wQYeKXUNLbVvvCYRWBv | 1MehRcp8RVPe72QmVQjSvSmonTtj5MnpZs | 1Kfs7uSFRQThXFL6ZP1PzxkrWiU3evwTZq
26814,2009-11-11 01:26:23.000000 UTC,1043eb5c8b85764358f21127ed51de772db594222d650be07b45f3a9c68bdc78,1,2,15500,15500,0,1000.00000000 | 14500.00000000,1CfoGajDKynwB1JpaWq2tML4DDsP8VnuPy | 1EMPhwUXHGURtSdt5zidbV3zPKruDTKYX9,1EMPhwUXHGURtSdt5zidbV3zPKruDTKYX9
